epoch,phase,loss,time_seconds,avg_accuracy,COVID19_accuracy,NORMAL_accuracy,PNEUMONIA_accuracy,TURBERCULOSIS_accuracy,avg_precision,COVID19_precision,NORMAL_precision,PNEUMONIA_precision,TURBERCULOSIS_precision,avg_recall,COVID19_recall,NORMAL_recall,PNEUMONIA_recall,TURBERCULOSIS_recall,avg_f1,COVID19_f1,NORMAL_f1,PNEUMONIA_f1,TURBERCULOSIS_f1,avg_auc,COVID19_auc,NORMAL_auc,PNEUMONIA_auc,TURBERCULOSIS_auc
1,train,0.5949739578697416,4.4473490715026855,0.9191840277777777,0.9427083333333334,0.9079861111111112,0.8713541666666667,0.9546875,0.7768969390023512,0.6699266503667481,0.7857689364957919,0.8911348541726827,0.7607573149741824,0.7666577765526233,0.5842217484008528,0.8042286609240408,0.8944927536231884,0.7836879432624113,0.7709751187746078,0.6241457858769932,0.794891640866873,0.8928106466078403,0.7720524017467248,0.9477803511135132,0.9404411643217614,0.9454437725324819,0.9332855260681346,0.9719509415316748
2,train,0.1847790298776494,2.5996785163879395,0.9684027777777777,0.9815972222222222,0.9548611111111112,0.9513888888888888,0.9857638888888889,0.924473415432931,0.9061784897025171,0.9086538461538461,0.9514066496163683,0.9316546762589928,0.9087794064322345,0.8590021691973969,0.8859375,0.9684697714781603,0.9217081850533808,0.9164072338941619,0.8819599109131403,0.8971518987341772,0.9598623853211009,0.9266547406082289,0.9904697795619102,0.9921316959488532,0.9853728376116071,0.9877611185169174,0.9966134661702626
3,train,0.13856656290590763,2.496894598007202,0.9751736111111111,0.9869791666666666,0.9630208333333333,0.9621527777777777,0.9885416666666667,0.9404797384346903,0.9296703296703297,0.9265175718849841,0.9627720504009164,0.9429590017825312,0.9318424641582165,0.907725321888412,0.9055425448868072,0.9744927536231884,0.9396092362344582,0.9360887120789269,0.9185667752442996,0.9159099881563364,0.968596946125036,0.9412811387900356,0.9944992014457052,0.996149985974891,0.99045785528058,0.9928104021582282,0.9985785623691219
4,train,0.10889443376411995,2.478379249572754,0.9805555555555556,0.9909722222222223,0.9696180555555556,0.9684027777777777,0.9932291666666667,0.9573010044699285,0.9619686800894854,0.9402390438247012,0.9690278176082593,0.957968476357268,0.949621287828364,0.9247311827956989,0.921875,0.9785693599768317,0.9733096085409253,0.9533255632289666,0.9429824561403509,0.9309664694280079,0.9737752161383285,0.9655781112091791,0.9960997418502907,0.9969563495689786,0.9931703404017856,0.9949774487322547,0.9992948286981442
5,train,0.10292045047713651,2.682786703109741,0.9830729166666666,0.9930555555555556,0.9723958333333333,0.9713541666666666,0.9954861111111111,0.9651997718565272,0.9711751662971175,0.9457735247208932,0.9718714121699197,0.9719789842381786,0.9583930460211992,0.9419354838709677,0.9287392325763508,0.980596582681726,0.9823008849557522,0.9617095090929363,0.9563318777292577,0.9371789806400632,0.9762145019460862,0.977112676056338,0.9968772910246982,0.9972162823519856,0.9950647979987393,0.995834521183655,0.9993935625644127
6,train,0.07655998580157757,2.51727032661438,0.9862847222222222,0.9953125,0.9772569444444444,0.9762152777777777,0.9963541666666667,0.9724639628940039,0.9802197802197802,0.9554848966613673,0.9769982748706153,0.9771528998242531,0.9679483171082051,0.9612068965517241,0.9412685982772122,0.9835021707670043,0.9858156028368794,0.9701620705460451,0.970620239390642,0.9483234714003945,0.9802394345882014,0.9814651368049426,0.9982057561209278,0.9988039932545056,0.9968101892278688,0.9974067574736857,0.9998020845276508
7,train,0.07558209511140983,2.5158803462982178,0.9864583333333333,0.9947916666666666,0.978125,0.9767361111111111,0.9961805555555555,0.9700698628957006,0.9698924731182795,0.9512961508248232,0.9803297656927972,0.9787610619469026,0.9696694851543985,0.9657387580299786,0.9498039215686275,0.9808972503617945,0.9822380106571936,0.9698676222935922,0.9678111587982833,0.9505494505494505,0.9806134259259259,0.9804964539007093,0.9983710357451239,0.9991552820560953,0.9970893829103549,0.997416175117956,0.9998233028960894
8,train,0.053631690372195506,2.532241106033325,0.991232638888889,0.9973958333333334,0.9850694444444444,0.984375,0.9980902777777778,0.9822063571139026,0.987012987012987,0.967741935483871,0.9864161849710983,0.9876543209876543,0.9814541788580184,0.9806451612903225,0.9647058823529412,0.9875578703703703,0.9929078014184397,0.981825271355268,0.9838187702265372,0.9662215239591516,0.9869866975130133,0.9902740937223696,0.9989455381909353,0.9994841958837207,0.9979912125385272,0.9983637303481868,0.9999430139933063
9,train,0.050546219313724175,2.5805740356445312,0.9915798611111111,0.9982638888888888,0.9847222222222223,0.9842013888888889,0.9991319444444444,0.9851768820993646,0.9872068230277186,0.9728867623604466,0.9841726618705036,0.99644128113879,0.9833258101986646,0.9914346895074947,0.957613814756672,0.9895833333333334,0.9946714031971581,0.9842330624337989,0.9893162393162394,0.9651898734177216,0.9868705814456789,0.9955555555555555,0.9991984141293652,0.9998899601145872,0.998253068503371,0.9986560962818286,0.9999945316176739
10,train,0.036131011952076936,2.5698790550231934,0.9933159722222222,0.9980902777777778,0.9878472222222222,0.9881944444444445,0.9991319444444444,0.988539487321852,0.9934354485776805,0.9787066246056783,0.9873162294609398,0.9946996466431095,0.9846741310987632,0.9826839826839827,0.9665109034267912,0.9930414612931284,0.9964601769911504,0.9865876759635464,0.9880304678998912,0.9725705329153606,0.9901705695287656,0.995579133510168,0.9994832817941456,0.9998508789562017,0.9989422645942778,0.9991461161394964,0.9999938674866065
1,val,0.22639773041009903,0.4240717887878418,0.9622395833333333,0.98046875,0.9401041666666666,0.9401041666666666,0.98828125,0.9285937639147706,0.9537037037037037,0.8943661971830986,0.9242761692650334,0.9420289855072463,0.9039425693020333,0.911504424778761,0.8037974683544303,0.9718969555035128,0.9285714285714286,0.9153834366338207,0.9321266968325792,0.8466666666666667,0.9474885844748858,0.935251798561151,0.988649636812293,0.9980679591974599,0.9758559867192363,0.9838469304360368,0.9968276708964389
2,val,0.17004806765665612,0.35372185707092285,0.9720052083333334,0.9895833333333334,0.9544270833333334,0.9544270833333334,0.9895833333333334,0.9452419392164317,0.9646017699115044,0.9300699300699301,0.9434389140271493,0.9428571428571428,0.9314529652300771,0.9646017699115044,0.8417721518987342,0.9765807962529274,0.9428571428571428,0.93772591587113,0.9646017699115044,0.8837209302325582,0.9597238204833142,0.9428571428571428,0.9929752302218666,0.9992569073836384,0.9842809711558413,0.9889565748899435,0.9994064674580434
3,val,0.17499839405839643,0.3580129146575928,0.9752604166666667,0.9934895833333334,0.95703125,0.95703125,0.9934895833333334,0.9472339924086388,0.990909090909091,0.8881987577639752,0.964622641509434,0.9452054794520548,0.953306195005075,0.9646017699115044,0.9050632911392406,0.9578454332552693,0.9857142857142858,0.9500968140415234,0.9775784753363229,0.896551724137931,0.9612220916568742,0.965034965034965,0.993718310905682,0.9997297845031412,0.9859929445943141,0.9893961141978065,0.9997544003274663
4,val,0.1333326157182455,0.37112951278686523,0.98046875,0.9986979166666666,0.9622395833333334,0.9622395833333334,0.9986979166666666,0.9683612114436417,0.9912280701754386,0.9215686274509803,0.9606481481481481,1.0,0.9625040761272344,1.0,0.8924050632911392,0.9718969555035128,0.9857142857142858,0.9653481735911343,0.9955947136563876,0.9067524115755627,0.9662398137369034,0.9928057553956835,0.9952345430600797,0.9999459569006283,0.9887113509026769,0.9923217977157691,0.9999590667212443
5,val,0.1369118501121799,0.3537888526916504,0.982421875,1.0,0.96484375,0.96484375,1.0,0.9719242310577645,1.0,0.9225806451612903,0.9651162790697675,1.0,0.9692400616606883,1.0,0.9050632911392406,0.9718969555035128,1.0,0.9705581920735458,1.0,0.9137380191693291,0.9684947491248541,1.0,0.9953160451494499,1.0,0.9888462336584353,0.9924179469393642,1.0
6,val,0.14197195771460733,0.35216403007507324,0.9778645833333333,1.0,0.9557291666666666,0.9557291666666666,1.0,0.9600676601575882,1.0,0.8690476190476191,0.9712230215827338,1.0,0.9681320961669582,1.0,0.9240506329113924,0.9484777517564403,1.0,0.9638552903207048,1.0,0.8957055214723927,0.9597156398104265,1.0,0.9955535482932079,1.0,0.9896451545963891,0.9925690385764421,0.9999999999999999
7,val,0.11728117304543655,0.3453505039215088,0.9817708333333333,0.9986979166666666,0.96484375,0.9635416666666666,1.0,0.9714354836589048,0.9912280701754386,0.9337748344370861,0.9607390300230947,1.0,0.9666609847923398,1.0,0.8924050632911392,0.9742388758782201,1.0,0.9689144833362012,0.9955947136563876,0.912621359223301,0.9674418604651163,1.0,0.9961552763885935,1.0,0.9910562357335547,0.9935648698208192,0.9999999999999999
8,val,0.14405538820816824,0.3596808910369873,0.98046875,0.99609375,0.96484375,0.9609375,1.0,0.9702920255222436,0.9910714285714286,0.9337748344370861,0.9563218390804598,1.0,0.9622362060312779,0.9823008849557522,0.8924050632911392,0.9742388758782201,1.0,0.9661213104168075,0.9866666666666667,0.912621359223301,0.9651972157772621,1.0,0.9956681648867018,0.9999189353509425,0.9901846856194231,0.9925690385764421,1.0
9,val,0.150589462951757,0.354067325592041,0.982421875,1.0,0.96484375,0.96484375,1.0,0.9727668845315904,1.0,0.9281045751633987,0.9629629629629629,1.0,0.9682432632733524,1.0,0.8987341772151899,0.9742388758782201,1.0,0.9704378455468671,1.0,0.9131832797427653,0.9685681024447031,1.0,0.9956295744231938,1.0,0.9899149201079062,0.9926033775848688,1.0
10,val,0.15037554397713393,0.3357818126678467,0.9811197916666667,0.9973958333333334,0.96484375,0.9622395833333334,1.0,0.9725492131964275,1.0,0.9337748344370861,0.9564220183486238,1.0,0.9628216861249547,0.9823008849557522,0.8924050632911392,0.9765807962529274,1.0,0.9675222699498411,0.9910714285714286,0.912621359223301,0.966396292004635,1.0,0.9959252691461054,1.0,0.9906100850798921,0.9930909915045293,1.0
