epoch,phase,loss,time_seconds,avg_accuracy,COVID19_accuracy,NORMAL_accuracy,PNEUMONIA_accuracy,TURBERCULOSIS_accuracy,avg_precision,COVID19_precision,NORMAL_precision,PNEUMONIA_precision,TURBERCULOSIS_precision,avg_recall,COVID19_recall,NORMAL_recall,PNEUMONIA_recall,TURBERCULOSIS_recall,avg_f1,COVID19_f1,NORMAL_f1,PNEUMONIA_f1,TURBERCULOSIS_f1,avg_auc,COVID19_auc,NORMAL_auc,PNEUMONIA_auc,TURBERCULOSIS_auc
1,train,0.5949704052673446,4.7894980907440186,0.9191840277777777,0.9427083333333334,0.9079861111111112,0.8713541666666667,0.9546875,0.7768969390023512,0.6699266503667481,0.7857689364957919,0.8911348541726827,0.7607573149741824,0.7666577765526233,0.5842217484008528,0.8042286609240408,0.8944927536231884,0.7836879432624113,0.7709751187746078,0.6241457858769932,0.794891640866873,0.8928106466078403,0.7720524017467248,0.947780878260516,0.9404278658010001,0.9454524191363494,0.9332909216387477,0.9719523064659666
2,train,0.18476435885661177,2.805706739425659,0.9684895833333333,0.9815972222222222,0.9550347222222222,0.9515625,0.9857638888888889,0.9245593092005091,0.9061784897025171,0.9087269815852682,0.9516770892552586,0.9316546762589928,0.9089747189322345,0.8590021691973969,0.88671875,0.9684697714781603,0.9217081850533808,0.9165506577399707,0.8819599109131403,0.8975879794385132,0.96,0.9266547406082289,0.9904711997614115,0.9921341521074455,0.9853758021763394,0.9877658287017562,0.9966090160601052
3,train,0.13858913386033642,2.592491388320923,0.9751736111111111,0.9869791666666666,0.9630208333333333,0.9621527777777777,0.9885416666666667,0.9404797384346903,0.9296703296703297,0.9265175718849841,0.9627720504009164,0.9429590017825312,0.9318424641582165,0.907725321888412,0.9055425448868072,0.9744927536231884,0.9396092362344582,0.9360887120789269,0.9185667752442996,0.9159099881563364,0.968596946125036,0.9412811387900356,0.9944977743915464,0.9961483645750068,0.9904571581248532,0.9928100884622623,0.9985754864040635
4,train,0.10887618174569474,2.6720261573791504,0.9805555555555556,0.9909722222222223,0.9696180555555556,0.9684027777777777,0.9932291666666667,0.9573010044699285,0.9619686800894854,0.9402390438247012,0.9690278176082593,0.957968476357268,0.949621287828364,0.9247311827956989,0.921875,0.9785693599768317,0.9733096085409253,0.9533255632289666,0.9429824561403509,0.9309664694280079,0.9737752161383285,0.9655781112091791,0.9961012106069123,0.996957568003899,0.9931747000558035,0.9949794572506322,0.9992931171173144
5,train,0.10292030050315791,2.7818169593811035,0.9831597222222223,0.9932291666666667,0.9723958333333333,0.9713541666666666,0.9956597222222222,0.9656420213675565,0.9712389380530974,0.9457735247208932,0.9718714121699197,0.9736842105263158,0.9589306804298013,0.9440860215053763,0.9287392325763508,0.980596582681726,0.9823008849557522,0.9622092654433033,0.9574700109051254,0.9371789806400632,0.9762145019460862,0.9779735682819384,0.9968768780335567,0.9972150639170653,0.995063225888945,0.9958339562878613,0.9993952660403553
6,train,0.07657053814166122,2.808558702468872,0.9862847222222222,0.9953125,0.9772569444444444,0.9762152777777777,0.9963541666666667,0.9724639628940039,0.9802197802197802,0.9554848966613673,0.9769982748706153,0.9771528998242531,0.9679483171082051,0.9612068965517241,0.9412685982772122,0.9835021707670043,0.9858156028368794,0.9701620705460451,0.970620239390642,0.9483234714003945,0.9802394345882014,0.9814651368049426,0.99820460577052,0.9988007377070528,0.9968108879433327,0.9974043716704702,0.9998024257612238
7,train,0.07561015241468946,2.7978217601776123,0.9864583333333333,0.9947916666666666,0.978125,0.9767361111111111,0.9961805555555555,0.9700698628957006,0.9698924731182795,0.9512961508248232,0.9803297656927972,0.9787610619469026,0.9696694851543985,0.9657387580299786,0.9498039215686275,0.9808972503617945,0.9822380106571936,0.9698676222935922,0.9678111587982833,0.9505494505494505,0.9806134259259259,0.9804964539007093,0.9983709503014383,0.9991536638224864,0.9970893829103549,0.9974164262551365,0.9998243282177756
8,train,0.05359547745125989,2.7525134086608887,0.991232638888889,0.9973958333333334,0.9850694444444444,0.984375,0.9980902777777778,0.9822063571139026,0.987012987012987,0.967741935483871,0.9864161849710983,0.9876543209876543,0.9814541788580184,0.9806451612903225,0.9647058823529412,0.9875578703703703,0.9929078014184397,0.981825271355268,0.9838187702265372,0.9662215239591516,0.9869866975130133,0.9902740937223696,0.9989471376489887,0.999484602028694,0.9979933110367892,0.9983676235371657,0.9999430139933063
9,train,0.050514484251228474,2.6446783542633057,0.9915798611111111,0.9982638888888888,0.9847222222222223,0.9842013888888889,0.9991319444444444,0.9851768820993646,0.9872068230277186,0.9728867623604466,0.9841726618705036,0.99644128113879,0.9833258101986646,0.9914346895074947,0.957613814756672,0.9895833333333334,0.9946714031971581,0.9842330624337989,0.9893162393162394,0.9651898734177216,0.9868705814456789,0.9955555555555555,0.99919898017905,0.9998891509977826,0.9982563929923971,0.9986558451083462,0.9999945316176739
10,train,0.03614150868056135,2.715278387069702,0.9933159722222222,0.9980902777777778,0.9878472222222222,0.9881944444444445,0.9991319444444444,0.988539487321852,0.9934354485776805,0.9787066246056783,0.9873162294609398,0.9946996466431095,0.9846741310987632,0.9826839826839827,0.9665109034267912,0.9930414612931284,0.9964601769911504,0.9865876759635464,0.9880304678998912,0.9725705329153606,0.9901705695287656,0.995579133510168,0.9994834456251062,0.999849653303787,0.9989434825820785,0.999147119823141,0.999993526791418
1,val,0.2264132940520843,0.4324476718902588,0.9622395833333333,0.98046875,0.9401041666666666,0.9401041666666666,0.98828125,0.9285937639147706,0.9537037037037037,0.8943661971830986,0.9242761692650334,0.9420289855072463,0.9039425693020333,0.911504424778761,0.8037974683544303,0.9718969555035128,0.9285714285714286,0.9153834366338207,0.9321266968325792,0.8466666666666667,0.9474885844748858,0.935251798561151,0.9886411204430254,0.9980679591974599,0.9758559867192365,0.9838537982377221,0.9967867376176832
2,val,0.17011870397254825,0.3378782272338867,0.9720052083333334,0.9895833333333334,0.9544270833333334,0.9544270833333334,0.9895833333333334,0.9452419392164317,0.9646017699115044,0.9300699300699301,0.9434389140271493,0.9428571428571428,0.9314529652300771,0.9646017699115044,0.8417721518987342,0.9765807962529274,0.9428571428571428,0.93772591587113,0.9646017699115044,0.8837209302325582,0.9597238204833142,0.9428571428571428,0.9929631376748485,0.9992569073836384,0.9842394687694542,0.988949707088258,0.9994064674580435
3,val,0.17498425021767616,0.36052584648132324,0.9752604166666667,0.9934895833333334,0.95703125,0.95703125,0.9934895833333334,0.9472339924086388,0.990909090909091,0.8881987577639752,0.964622641509434,0.9452054794520548,0.953306195005075,0.9646017699115044,0.9050632911392406,0.9578454332552693,0.9857142857142858,0.9500968140415234,0.9775784753363229,0.896551724137931,0.9612220916568742,0.965034965034965,0.9937139631090771,0.9997297845031412,0.9859618178045237,0.9894098498011772,0.9997544003274661
4,val,0.13328194967471063,0.3611133098602295,0.98046875,0.9986979166666666,0.9622395833333334,0.9622395833333334,0.9986979166666666,0.9683612114436417,0.9912280701754386,0.9215686274509803,0.9606481481481481,1.0,0.9625040761272344,1.0,0.8924050632911392,0.9718969555035128,0.9857142857142858,0.9653481735911343,0.9955947136563876,0.9067524115755627,0.9662398137369034,0.9928057553956835,0.9952371000121945,0.9999459569006283,0.9887009753060801,0.9923424011208252,0.9999590667212443
5,val,0.13684682509241006,0.34618592262268066,0.982421875,1.0,0.96484375,0.96484375,1.0,0.9719242310577645,1.0,0.9225806451612903,0.9651162790697675,1.0,0.9692400616606883,1.0,0.9050632911392406,0.9718969555035128,1.0,0.9705581920735458,1.0,0.9137380191693291,0.9684947491248541,1.0,0.9953229498981696,1.0,0.988866984851629,0.9924248147410496,0.9999999999999999
6,val,0.14176111249253154,0.36017584800720215,0.9778645833333333,1.0,0.9557291666666666,0.9557291666666666,1.0,0.9600676601575882,1.0,0.8690476190476191,0.9712230215827338,1.0,0.9681320961669582,1.0,0.9240506329113924,0.9484777517564403,1.0,0.9638552903207048,1.0,0.8957055214723927,0.9597156398104265,1.0,0.9955518313427865,1.0,0.9896451545963892,0.9925621707747567,1.0
7,val,0.11724875091264646,0.36527538299560547,0.9817708333333333,0.9986979166666666,0.96484375,0.9635416666666666,1.0,0.9714354836589048,0.9912280701754386,0.9337748344370861,0.9607390300230947,1.0,0.9666609847923398,1.0,0.8924050632911392,0.9742388758782201,1.0,0.9689144833362012,0.9955947136563876,0.912621359223301,0.9674418604651163,1.0,0.9961440607903032,1.0,0.9910251089437643,0.9935511342174483,1.0
8,val,0.14402926084585488,0.3584122657775879,0.98046875,0.99609375,0.96484375,0.9609375,1.0,0.9702920255222436,0.9910714285714286,0.9337748344370861,0.9563218390804598,1.0,0.9622362060312779,0.9823008849557522,0.8924050632911392,0.9742388758782201,1.0,0.9661213104168075,0.9866666666666667,0.912621359223301,0.9651972157772621,1.0,0.9956646940388247,0.9999189353509423,0.9901639344262295,0.9925759063781274,1.0
9,val,0.1505206365933797,0.3512232303619385,0.982421875,1.0,0.96484375,0.96484375,1.0,0.9727668845315904,1.0,0.9281045751633987,0.9629629629629629,1.0,0.9682432632733524,1.0,0.8987341772151899,0.9742388758782201,1.0,0.9704378455468671,1.0,0.9131832797427653,0.9685681024447031,1.0,0.9956209527240527,1.0,0.9898941689147126,0.9925896419814981,1.0
