epoch,phase,loss,time_seconds,avg_accuracy,adenocarcinoma_accuracy,benign_accuracy,squamous_cell_carcinoma_accuracy,avg_precision,adenocarcinoma_precision,benign_precision,squamous_cell_carcinoma_precision,avg_recall,adenocarcinoma_recall,benign_recall,squamous_cell_carcinoma_recall,avg_f1,adenocarcinoma_f1,benign_f1,squamous_cell_carcinoma_f1,avg_auc,adenocarcinoma_auc,benign_auc,squamous_cell_carcinoma_auc
1,train,0.11676215449907876,11.97734022140503,0.9753989361702127,0.9641788563829787,0.9936003989361702,0.9684175531914894,0.9631243187622239,0.9536121673003802,0.9897882938978829,0.9459724950884086,0.9630988994777927,0.9381546134663342,0.9910224438902743,0.9601196410767697,0.9630729302693307,0.9458202388434946,0.990404984423676,0.9529935675408214,0.9955300241434015,0.9928786858582788,0.9996340487599251,0.9940773378120005
2,train,0.04000226721295126,8.645915985107422,0.9905252659574467,0.9857878989361702,0.9981715425531915,0.9876163563829787,0.9857852778224264,0.981453634085213,0.9965130759651307,0.9793891234169357,0.9857913980730117,0.9758285571891353,0.9980044898977302,0.9835411471321696,0.9857839940010079,0.9786330126202674,0.997258225324028,0.9814607440587284,0.9992608135323433,0.9987114455647279,0.9998913077508795,0.9991796872814224
3,train,0.023871624584376635,8.523827314376831,0.9951795212765958,0.9927692819148937,0.999251994680851,0.9935172872340425,0.9927657590880773,0.9895052473763118,0.9990037359900373,0.9897882938978829,0.9927647975874067,0.9887640449438202,0.9987549800796812,0.9907753677387185,0.9927651449009917,0.9891345073061072,0.9988793425476279,0.99028158484924,0.9996469669313678,0.9994343062202519,0.9999976702471551,0.9995089243266966
4,train,0.019907473248651435,8.54887866973877,0.9962322695035462,0.9944315159574468,0.9995844414893617,0.9946808510638298,0.9943503528923481,0.9920119820269596,0.9995009980039921,0.9915380786460926,0.9943491618198864,0.9912696433025692,0.9992516837116487,0.992526158445441,0.9943496238518076,0.9916406737367436,0.999376325308719,0.9920318725099602,0.9998591931811194,0.9997864396283733,0.9999997201858575,0.9997914197291272
5,train,0.024913876236728645,8.55920672416687,0.9945700354609929,0.9921043882978723,0.9985871010638298,0.9930186170212766,0.9918551612160486,0.9892661008487269,0.9980054849164797,0.988293897882939,0.9918556152486576,0.9870485678704857,0.9977567298105683,0.9907615480649189,0.9918544555542043,0.9881560902630595,0.9978810918608999,0.9895261845386534,0.9997548933846471,0.9995990462980985,0.9999732411245068,0.9996923927313357
6,train,0.012819880727275109,8.493896007537842,0.9970079787234042,0.9955119680851063,0.9989195478723404,0.996592420212766,0.9955124850893967,0.9932718664340892,0.9982543640897755,0.9950112247443252,0.9955127753755711,0.9932718664340892,0.9985033674232976,0.9947630922693267,0.9955126199000275,0.9932718664340892,0.998378850230702,0.9948871430352911,0.9999141666311502,0.9998585156913183,0.9999945902599122,0.99988939394222
7,train,0.011214398161355542,8.520816326141357,0.9978945035460992,0.996841755319149,0.999750664893617,0.9970910904255319,0.9968415126020899,0.9960029977516862,0.9995016197358585,0.9950199203187251,0.9968411263979623,0.9945123472187578,0.9997507477567298,0.9962602842183994,0.9968409995038153,0.9952571143285073,0.9996261682242991,0.9956397159586395,0.9999589550261971,0.9999343680383601,0.9999996270540001,0.9999428699862314
8,train,0.0065068317381033886,8.467200994491577,0.9985593971631207,0.9978390957446809,1.0,0.9978390957446809,0.9978384876753821,0.9970067348465952,1.0,0.9965087281795512,0.9978385288759305,0.9965095986038395,1.0,0.9970059880239521,0.9978384669406554,0.9967581047381546,1.0,0.9967572960838115,0.9999824971784973,0.9999736107825411,1.0,0.9999738807529507
9,train,0.010125697636562727,8.501073122024536,0.9973404255319149,0.99609375,0.9990857712765957,0.996841755319149,0.996011750682225,0.9937624750499002,0.99900149775337,0.9952712792434046,0.9960106914402992,0.9945068664169788,0.9982539286605139,0.9952712792434046,0.9960111279766547,0.994134531386497,0.9986275733000624,0.9952712792434046,0.9999498958539327,0.9999102591798871,0.9999883099869367,0.999951118394974
10,train,0.005952296371360039,8.475959777832031,0.9985593971631207,0.9978390957446809,1.0,0.9978390957446809,0.9978395446089223,0.9967589129892794,1.0,0.9967597208374875,0.9978395446089223,0.9967589129892794,1.0,0.9967597208374875,0.9978395446089223,0.9967589129892794,1.0,0.9967597208374875,0.9999835271584946,0.9999744810983112,1.0,0.9999761003771728
1,val,0.3296284864239472,0.660830020904541,0.9526909722222223,0.9290364583333334,0.994140625,0.9348958333333334,0.939141832187508,0.8449111470113085,0.9823182711198428,0.9901960784313726,0.927915422885572,0.9757462686567164,1.0,0.808,0.9288586081799584,0.9056277056277057,0.9910802775024777,0.8898678414096917,0.9879376476689908,0.9797164179104477,0.9999845559845559,0.984111969111969
2,val,0.04838165124718382,0.5409915447235107,0.9895833333333334,0.984375,0.994140625,0.990234375,0.984347407485571,0.9866920152091255,0.9823182711198428,0.9840319361277445,0.9847611940298506,0.9682835820895522,1.0,0.986,0.9844987974869884,0.9774011299435028,0.9910802775024777,0.985014985014985,0.999443590445456,0.9987033582089553,1.0,0.999627413127413
3,val,0.011203720288373612,0.5502138137817383,0.997829861111111,0.9967447916666666,1.0,0.9967447916666666,0.9966996699669967,1.0,1.0,0.9900990099009901,0.9968905472636815,0.9906716417910447,1.0,1.0,0.9967796133360066,0.9953139643861293,1.0,0.9950248756218906,0.9999911422616646,0.9999869402985075,1.0,0.9999864864864865
