epoch,phase,loss,time_seconds,avg_accuracy,adenocarcinoma_accuracy,benign_accuracy,squamous_cell_carcinoma_accuracy,avg_precision,adenocarcinoma_precision,benign_precision,squamous_cell_carcinoma_precision,avg_recall,adenocarcinoma_recall,benign_recall,squamous_cell_carcinoma_recall,avg_f1,adenocarcinoma_f1,benign_f1,squamous_cell_carcinoma_f1,avg_auc,adenocarcinoma_auc,benign_auc,squamous_cell_carcinoma_auc
1,train,0.36381341283150176,7.15100359916687,0.9252548758865249,0.8920378989361702,0.9796376329787234,0.9040890957446809,0.8919407986691027,0.9015713015120072,0.9628810226155359,0.8113700718797647,0.8878434082207981,0.7587325349301397,0.9765644477686363,0.9282332419636182,0.8865194627656424,0.8240075870478255,0.969674464661468,0.8658763365876336,0.9739081890092834,0.9603077929385497,0.99604043623832,0.9653763378509804
2,train,0.09411746480977758,5.454799175262451,0.9781693262411347,0.9673371010638298,0.995345744680851,0.9718251329787234,0.9673160692342749,0.9598373157092018,0.9927716849451645,0.9493392070484582,0.9672561511537371,0.9414111194215906,0.9932668329177058,0.9670905011219147,0.9672289221847575,0.9505349276274386,0.9930191972076788,0.9581326417191552,0.9968647151263413,0.9947080138769362,0.9997936628137957,0.9960924686882922
3,train,0.05881224110341096,5.504676342010498,0.9864804964539008,0.979970079787234,0.9975066489361702,0.9819647606382979,0.9797624360104394,0.9757942511346445,0.996506114299975,0.9669869425966987,0.9797286088666611,0.9638854296388543,0.9960089797954602,0.9792914171656687,0.9797203509795892,0.9698032827966421,0.9962574850299402,0.9731002851121855,0.998596148003179,0.9977447363953095,0.999934927666645,0.9981087799475824
4,train,0.04254979672197728,5.573461294174194,0.9903036347517732,0.9854554521276596,0.9986702127659575,0.9867852393617021,0.9854583610523763,0.9809380486581389,0.9980064789434339,0.9774305555555556,0.9854521212574646,0.9753117206982543,0.9980064789434339,0.9830381641307059,0.9854498709161899,0.9781167937976741,0.9980064789434339,0.9802263400074618,0.99905658540805,0.9985321226974945,0.9999649163662417,0.9986727171604137
5,train,0.03129318725079932,5.482816457748413,0.9935172872340425,0.9902759308510638,0.9989195478723404,0.9913563829787234,0.9902847204019661,0.9877285249186075,0.9985026204142751,0.9846230158730159,0.9902785820847505,0.9830508474576272,0.998253493013972,0.9895314057826521,0.9902777616631743,0.9853841349156777,0.998378041172801,0.9870711089010442,0.9995985052019533,0.999336622302668,0.9999514617325669,0.9995074315706247
6,train,0.02106481269676922,5.348150968551636,0.9956781914893617,0.9935172872340425,0.9993351063829787,0.9941821808510638,0.9935188660378979,0.9910112359550561,0.9992516837116487,0.9902936784469886,0.9935171835225366,0.9895287958115183,0.9987534280727998,0.9922693266832918,0.9935174910099261,0.9902694610778443,0.999002493765586,0.9912805181863478,0.9997708143861583,0.9996277535120273,0.9999932239700753,0.9996914656763725
7,train,0.017969103733156907,5.304855108261108,0.9967863475177304,0.9951795212765957,0.9990026595744681,0.9961768617021277,0.9951797889071452,0.9947421131697546,0.9977589641434262,0.9930382894082546,0.9951794657589991,0.9907730673316708,0.9992518703241895,0.9955134596211366,0.9951776054920468,0.9927536231884058,0.9985048592075754,0.9942743340801593,0.9997952500141786,0.9996523276699799,0.9999419302653364,0.9997914921072195
8,train,0.01679777493127597,5.3119261264801025,0.9958998226950354,0.9938497340425532,0.9990857712765957,0.9947639627659575,0.9938518243819846,0.991263105341987,0.9987521836785626,0.9915401841254043,0.9938508649078998,0.9902743142144639,0.9985029940119761,0.9927752864972595,0.9938511291004465,0.9907684630738522,0.9986275733000624,0.9921573509274244,0.9998273654773242,0.9997333703885387,0.9999973258866116,0.9997514001568221
9,train,0.013881587530201439,5.329975843429565,0.9962876773049646,0.9945146276595744,0.9990857712765957,0.9952626329787234,0.994430368157848,0.9929964982491246,0.9985056039850561,0.9917890022393631,0.994429428136757,0.9905189620758483,0.9987543597409069,0.9940149625935162,0.9944289613569911,0.9917561828628528,0.9986299663719018,0.9929007348362187,0.9998501032956645,0.9997797898719013,0.9999976696677618,0.9997728503473303
10,train,0.011268098063737852,5.290740966796875,0.9981715425531915,0.9972573138297872,0.9998337765957447,0.9974235372340425,0.9972623260417087,0.9977477477477478,0.9995009980039921,0.9945382323733863,0.9972582869090076,0.994016454749439,1.0,0.997758405977584,0.9972582532425397,0.9958786062195579,0.9997504367357125,0.9961457167723486,0.9999726846274527,0.9999562977152564,0.9999999377957733,0.9999618183713284
1,val,0.09455479559255764,0.682966947555542,0.9813368055555555,0.97265625,0.9986979166666666,0.97265625,0.9725225492816904,0.980544747081712,1.0,0.9370229007633588,0.9727661691542289,0.9402985074626866,0.996,0.982,0.972326788994656,0.96,0.9979959919839679,0.958984375,0.997553710693636,0.9962518656716417,0.9999980694980695,0.996411196911197
2,val,0.04523000328723962,0.5520434379577637,0.9917534722222223,0.98828125,0.9993489583333334,0.9876302083333334,0.9876751304796492,0.990530303030303,1.0,0.9724950884086444,0.9879154228855721,0.9757462686567164,0.998,0.99,0.9877503934977897,0.9830827067669173,0.998998998998999,0.981169474727453,0.9995970053208859,0.9994029850746269,1.0,0.999388030888031
3,val,0.029432244118652306,0.5350723266601562,0.993923611111111,0.9908854166666666,1.0,0.9908854166666666,0.9909208819714657,1.0,1.0,0.9727626459143969,0.9912935323383084,0.9738805970149254,1.0,1.0,0.9909869265693027,0.9867674858223062,1.0,0.9861932938856016,0.9999525586353945,0.999929104477612,1.0,0.9999285714285714
