epoch,phase,loss,time_seconds,avg_accuracy,adenocarcinoma_accuracy,benign_accuracy,squamous_cell_carcinoma_accuracy,avg_precision,adenocarcinoma_precision,benign_precision,squamous_cell_carcinoma_precision,avg_recall,adenocarcinoma_recall,benign_recall,squamous_cell_carcinoma_recall,avg_f1,adenocarcinoma_f1,benign_f1,squamous_cell_carcinoma_f1,avg_auc,adenocarcinoma_auc,benign_auc,squamous_cell_carcinoma_auc
1,train,0.2464680943112979,7.168375253677368,0.9458665780141845,0.9210438829787234,0.9857047872340425,0.9308510638297872,0.9201188005336339,0.9193636862314866,0.9747712094978976,0.8662215058715174,0.918776205059605,0.8363273453093812,0.9825479930191972,0.9374532768502367,0.9183189573142944,0.87588189182127,0.9786441519741743,0.9004308281474389,0.985474340628446,0.9768988941359554,0.9979882029319009,0.981535924817482
2,train,0.06108632311968014,5.363887548446655,0.9864804964539008,0.9798038563829787,0.9978390957446809,0.9817985372340425,0.9797348283273606,0.9728915662650602,0.9970059880239521,0.9693069306930693,0.9797221398427807,0.9663425579655947,0.9965087281795512,0.9763151333831962,0.9797205699905146,0.9696060037523452,0.9967572960838115,0.9727984101353869,0.998604279458193,0.9976989472691528,0.9999174651255183,0.9981964259799079
3,train,0.030407177118406174,5.196399450302124,0.992076684397163,0.9884474734042553,0.9987533244680851,0.989029255319149,0.9881258569131331,0.984015984015984,0.9987512487512488,0.981610337972167,0.9881182014337105,0.9813200498132005,0.9975056123721626,0.9855289421157685,0.9881199822783356,0.9826661678513531,0.9981280419318608,0.9835657370517928,0.9995831953212359,0.9993446677988601,0.9999865689211612,0.9994183492436861
4,train,0.022728700591734253,5.173595666885376,0.9942375886524822,0.9913563829787234,0.9996675531914894,0.991688829787234,0.9913555411560434,0.98825,0.9995016197358585,0.9863150037322717,0.9913541371900637,0.985785536159601,0.9995016197358585,0.9887752556747319,0.991353815619262,0.987016229712859,0.9995016197358585,0.9875435974090683,0.9995739145958925,0.999383273305144,0.9999733376813423,0.999365132801191
5,train,0.01461425804835868,5.42952036857605,0.9972850177304965,0.9959275265957447,0.9993351063829787,0.996592420212766,0.9959284859946456,0.994016454749439,0.999001996007984,0.9947670072265138,0.9959285483536084,0.9937686939182453,0.999001996007984,0.9950149551345963,0.9959285068777511,0.9938925588931821,0.999001996007984,0.9948909657320872,0.9999454347341449,0.999905364952524,0.9999928172070613,0.9999381220428492
6,train,0.01282230643575647,5.575599670410156,0.9977836879432624,0.9966755319148937,0.9995844414893617,0.9970910904255319,0.9966763940095941,0.9962509372656836,0.9992522432701895,0.9945260014929087,0.9966755387770911,0.993767140363999,0.99950137122912,0.9967581047381546,0.9966750275276862,0.9950074887668497,0.9993767917237941,0.995640802092415,0.9999250762092654,0.9998748921080418,0.999999191849642,0.9999011446701124
7,train,0.008401778739232426,5.3227903842926025,0.9986702127659575,0.9980053191489362,0.9994182180851063,0.9985871010638298,0.998005275605586,0.9975037443834248,0.9990027424582398,0.9975093399750934,0.9980052776002831,0.9965087281795512,0.9992518703241895,0.9982552342971087,0.9980051422122599,0.9970059880239521,0.9991272908614885,0.9978821477513392,0.9999273569114662,0.9998828035868943,0.9999745090029849,0.9999247581445191
8,train,0.009057314214240908,5.352683782577515,0.9972296099290779,0.995844414893617,0.999750664893617,0.99609375,0.9958453948811465,0.9942586120818772,0.9995011224744326,0.9937764500871297,0.9958455049265639,0.9932668329177058,0.999750499001996,0.9945191828599901,0.9958453159946185,0.9937624750499002,0.9996257951852314,0.9941476777487237,0.999880068481214,0.9998309822551574,0.9999996268678993,0.9998095963205855
9,train,0.004347798487094437,5.340239524841309,0.9987810283687942,0.9981715425531915,0.9995844414893617,0.9985871010638298,0.9981709056356642,0.9975037443834248,0.999252801992528,0.9977561705310396,0.998170906483829,0.9970059880239521,0.9995017438963627,0.9980049875311721,0.9981708750184564,0.9972548040928375,0.9993772574417735,0.997880563520758,0.9999843614212715,0.9999746892058355,0.9999995339335523,0.9999788611244266
10,train,0.00846487162120769,5.370361089706421,0.9985039893617021,0.9977559840425532,0.9999168882978723,0.9978390957446809,0.9977575368539463,0.9965104685942173,1.0,0.9967621419676215,0.9977571431317478,0.9967589129892794,0.9997503744383425,0.9967621419676215,0.9977573296383687,0.9966346753084881,0.9998751716389964,0.9967621419676215,0.9999818728108095,0.9999720566472372,1.0,0.9999735617851916
